Name,Comment,Rating,
highdefnition,Blue Dream is the Budweiser of cannabis! (but i actually like blue dream)  Because U Deserve What Every Individual Should Enjoy Regularly,5,blue-dream
rtiqulit,"Blue Dream A.K.A. Blue Berry Dream is one of the most sought after in strains for a reason. The effects provide the feeling of being a sureal dream. There is only a hint of Blueberry in the taste but, the effects of the Blueberry is what truly gives the feeling of physically being inside a dream. The Haze on the other hand is what takes you into this dream with a sharp cerebral high only haze could provide. This Strain is a must try! ",5,blue-dream
bluedream5185,Best strain for depression imo. I couldnt sleep for weeks and my eating decreased to about a half a salad a day.  this blue dream came along and by by depression. ,5,blue-dream
BadmanJ,The high hits u after 2 pulls starts off by just dizzy but then after 10 mins.....BOOM it hits u u feel like your in a cartoon and like everything is slow motion and everything is funny.long high.really reccomended.,5,blue-dream
UDtheAesir,This is a pretty good strain if you don't abuse it. It's a creeper sort that intensifies as time goes on into euphoric and muzzy feel in the head which can last a couple of hours and leaves with a gentle sort of buzz. Toke plenty enough and the experience can take on a sort of psychedelic turn.,4,blue-dream
Indyca500,first timer as well. it was like the first time I had sex...I can't feel a thing....then again I did have mittons on. but seriously I am numb...not a pain in the World. the taste is excellent..beautiful smoke. the inhale is almost oily like a 1980's hash aftertaste. amazing. ,5,blue-dream
Tallguy29,"Finally got this top reviewed strain and it delivered an amazing dream like high, one of the most relaxing, smoothest sativas i've ever had. A must have!",5,blue-dream
gregs01,"In my opinion if someone grows this strain to its full potential nothing beats it. The blueberry and haze taste is very apparent and also in its scent, I love the flower and the wax is Bangin as well, I know so many ppl love this strain but it's really not hard to see why!!!! _Ÿ‘Œ",5,blue-dream
goodfor3things,"Sweet, fruity flavor. Head high w/ body high, but you don't get tired at all. Great for pain relief and anxiety.",5,blue-dream
musicmaniac1015,"Felt like a child again. So beautiful. Was so blissful. I worked on some art. Had no anxiety, no paranoia. Just feeling very much in love with the world.",5,blue-dream
PoisonIV,"The name speaks for itself; a blueberry smell with a euphoric effect. The sativa dominant form allows for a very talkative experience with a relaxing body high. This combination creates a kind of high is exactly the kind of thing I am looking for. You're not sinking into the couch, and you're paranoid that someone is watching you or judging you. A very relaxing high. Only negatives: dry mouth, and dry eyes",5,blue-dream
theindoorsmoker,Not sure why but this is the only strain that makes me super horny. Weird. But good high_Ÿ‘ç,4,blue-dream
KindGodess420,"_Ÿ_€...Blue ( sedona sky) Dream!....This morning I'm smoking an over-the-moon grow from my #1 ARIZONA dispensary, YHS!...AMAZINGLY HIGH THC BlastOff_Ÿ_€... Good Morning!! Smoking 2nd water hookah bowl along with SHATTER HONEY EDIBLE Tea, feels like a verrrrry nice day aHead for this head!...Creativeness is Zooming, Euphoria Elevating, Mind- Magic Body-Butter Melting...the F'n Chronic Pain is easing!!!!...Have smoked BlueDream many times, this batch kicks ass, Smiling, Muscles  Relaxing, PTSD Bye-Bye...Gentle Kindness420 ready for YOGA now...( Slept like a HoneyBaby with my HoneyBaby last night ) _Ÿ’œ_Ÿ˜´...BE WELL Canna-FriendsâœŒ_Ÿ_¶_Ÿ˜ç",5,blue-dream
trustthetrey,"there is a reason that this is one of the most popular strains. I love the flavor I love the smell, very Berry with the aroma. the high is a very dream like, relaxed and happy high, a perfect high for me. I know that a girl I was with got really bad head aches and seemed to be more paranoid and on edge more so than usual with a indica heavy hybrid",5,blue-dream
VoightKampff,"Productive and Positive. I do like this strain for getting stuff done. On first try, I picked up the house, noticing things I've been putting off for weeks. Also has some great medicinal properties, pains disappeared. I have a strong anxiety reaction with heavy stativa hybrids, and I always keep pushing to see how far I can go without a trip to the ER. I would say this strain allows me to slightly over-do-it without too much consequence. If you're sensitive to anxiety from smoking, this strain may allow you to overindulge a bit. Just try in small doses first. One vendor of this strain was a bit racey and most others have been fairly palpable. - this is a edited review, after I received a second batch. The first one did not sit well with me.",4,blue-dream
konkydong81,"This strain is everything I'm looking for in &quot;day-time&quot; herb! It's incredibly focusing in its effect, and I could see myself doing the wake and bake with this stuff as it's akin to drinking very strong coffee. That would be cost prohibitive, though. I'll continue waking with coffee. The high is totally cerebral (like an energry drink). I noticed no body high at all!        Anyway, this is a superb strain for when you have family/friends/bosses to interact with and need to accomplish things in day-to-day life. This is a great strain for dealing with government offices and authority figures. The normal stipulation on using eye-drops still applies, however. Finally, this strain is very available all over Denver, CO, so if you live here, then you're hooked up adequately.",4,blue-dream
carlsagan,"There is a reason they call it &quot;Blue Dream&quot;, it will have you feeling like you are on cloud nine dreaming with a very sweet tasteful flavor. Blasting you into space, it will catch you by surprise as it envelopes your body  onto a orbital floater device.    Now what I am saying is the classic sativa high without the anxiety is finally here and this portal device is what we call 'Blue Dream'.    The genetics are known as DJ Short's Blueberry crossed with Santa Cruz Haze (Super Silver Haze [phenotype strain] grown in Santa Cruz). It is a legendary clone only strain, only sold as a clone in various dispensaries / clubs and caregivers.    This plant is truly an ultimate value long lasting medicinal effect medication. It can help ease pain with a very strong body high, and it lacks lethargy (fatigue), however it relaxs you aka &quot;chills you out&quot;.    But aswell keeps you awake due to the haze genetics, however you may find yourself able to control the experience if your mind wanders off or not, it is just like &quot;dreaming&quot;. You are in control of the psychoactive effects.  It's a great strain to &quot;Chill out up in the clouds&quot;. But as said early provide strong pain relief.    Most landrace sativas lack a strong body high, and some landrace strains tend to be extremely racy in psychoactive effects, that the average medicinal user may experience Anxiety and or Panic Attacks aswell as intense Paranoia, can be easily mistaken for a &quot;psychotic episode&quot; or schizophrenia.    The landrace sativas should be taken with caution regarding doseage, just as the herb plant may seem light and fluffy, doesn't mean the THC ratio can't pack a surprise. The CBD (cannabinidiol) and other Cannabinoids in the hybrid strains help &quot;level out&quot; the experience.    In that saying Blue Dream is a wonderful hybrid strain with strong sativa dominance but lacking the negatives of the sativa pheno and indica phenos of the Cannabis Sativa plant.    Sativa without the &quot;mental exhaustion&quot; and &quot;psychotic episodes&quot;.  Thanks to the small bits of genetic indica code in both phenotypes, it allows the plant to have CBD to level out any anxiety that may be onset from the Sativa chemical compounds.    if you wish to experience a sativa experience without the negative side effects brought on by landrace sativas, give Blue Dream a chance, newbies beware if you take a large dose.  You will be in for a new plateua of being medicated.    For veterans: You will enjoy this strain in hash form.  For vape users: This strain is a must to try in your collection.  For newbies: Try taking smaller doses of this to get a feel for the sativa and how it effects your experience while under the effects.    Just as anybody says pace yourself when trying new phenotypes.    ",5,blue-dream
